,T_ALLT6_Pa_ref  ,T_ALLT6_Pb_ref  ,T_ALLT6_Pc_ref  ,T_ALLT6_Qa_ref  ,T_ALLT6_Qb_ref  ,T_ALLT6_Qc_ref  
1737,-105.9155,-138.7047,-210.53529,-85.1758,-51.4598,-209.6402
1738,-105.9155,-138.7047,-210.53529,-85.1758,-51.4598,-209.6402
1739,-105.9155,-138.7047,-210.53529,-85.1758,-51.4598,-209.6402
1740,-105.9155,-138.7047,-210.53529,-85.1758,-51.4598,-209.6402
1741,-108.7161,-134.63989,-280.65421,-87.428,-49.9518,-279.461
1742,-108.7161,-134.63989,-280.65421,-87.428,-49.9518,-279.461
1743,-108.7161,-134.63989,-280.65421,-87.428,-49.9518,-279.461
1744,-108.7161,-134.63989,-280.65421,-87.428,-49.9518,-279.461
1745,-108.7161,-134.63989,-280.65421,-87.428,-49.9518,-279.461
1746,-111.7006,-130.58121,-352.32339,-89.8281,-48.446,-350.82541
1747,-111.7006,-130.58121,-352.32339,-89.8281,-48.446,-350.82541
1748,-111.7006,-130.58121,-352.32339,-89.8281,-48.446,-350.82541
1749,-111.7006,-130.58121,-352.32339,-89.8281,-48.446,-350.82541
1750,-114.35,-127.3124,-410.81589,-91.9587,-47.2332,-409.06931
1751,-114.35,-127.3124,-410.81589,-91.9587,-47.2332,-409.06931
1752,-114.35,-127.3124,-410.81589,-91.9587,-47.2332,-409.06931
1753,-114.35,-127.3124,-410.81589,-91.9587,-47.2332,-409.06931
1754,-116.1453,-125.617,-441.40491,-93.4025,-46.6042,-439.52829
1755,-116.1453,-125.617,-441.40491,-93.4025,-46.6042,-439.52829
1756,-116.1453,-125.617,-441.40491,-93.4025,-46.6042,-439.52829
1757,-116.1453,-125.617,-441.40491,-93.4025,-46.6042,-439.52829
1758,-116.9462,-126.0856,-431.2431,-94.0466,-46.7781,-429.4097
1759,-116.9462,-126.0856,-431.2431,-94.0466,-46.7781,-429.4097
1760,-116.9462,-126.0856,-431.2431,-94.0466,-46.7781,-429.4097
1761,-116.9462,-126.0856,-431.2431,-94.0466,-46.7781,-429.4097
1762,-117.5012,-128.2614,-385.12009,-94.4928,-47.5853,-383.48279
